Incident_ID,Incident_Text,Disaster_Type,Severity,Rainfall_mm,Humidity_percent,WindSpeed_kmph,Temperature_C,AQI,RiskScore
INC-05404,"Forest fire crews are battling flames that have consumed 18368 hectares of woodland close to Civil Lines, Visakhapatnam, amid low humidity and gusty winds; containment stands at 4%.",Wildfire,High,0.7,21.8,51.5,38.5,457.1,94.9
INC-05405,"The Nile river breached its banks after days of incessant rain, flooding Hillview Township in Dhaka and cutting off access roads; local authorities report 2905 people affected.",Flood,High,264.8,84.3,21.4,21.9,34.9,93.3
INC-05406,"An earthquake measuring 4.8 on the Richter scale jolted Santiago early this morning, with the epicenter traced to the Himalayan Frontal Thrust; emergency services are treating 21 injured persons.",Earthquake,Medium,14.9,47.2,19.5,26.3,106.6,60
INC-05407,"Workers reported a sudden pipeline leak of LPG at a plant in Model Town, Houston, triggering a hazmat response and evacuation of 4925 people from a 1.6 km buffer zone.",Chemical Leak,Medium,3.2,42.4,7.8,14.3,242.7,52.2
INC-05408,"Residents of Chennai experienced strong shaking after a 6.1 magnitude earthquake hit the region at a depth of 72 km, with 39 people reported injured and several aftershocks expected.",Earthquake,Medium,26.9,52.9,20.4,23.3,44.6,59
INC-05409,"A pressure valve failure at a chemical storage facility in Pine Valley released hydrogen sulfide into the air over Dehradun, with authorities evacuating 2584 residents as a precaution.",Chemical Leak,Medium,13.3,55.6,6.7,27.3,277.8,55.3
INC-05410,"A lightning-sparked wildfire near Slum Cluster near the canal, Mangalore, has grown to 652 hectares, with crews reporting only 39% containment due to shifting winds and arid conditions.",Wildfire,Medium,2.4,20.8,42,37.1,291.3,61.6
INC-05411,"Heavy monsoon rains caused the Ganga river to overflow, flooding New Extension in Bhubaneswar with water levels reaching 0.9 meters; around 431 households affected.",Flood,Medium,126.1,84.6,24.5,28.2,48.4,57.6
INC-05412,"A pressure valve failure at a chemical storage facility in Industrial Estate Phase 2 released industrial solvent into the air over Kolkata, with authorities evacuating 348 residents as a precaution.",Chemical Leak,Low,9.2,39.9,13.9,23,92.3,25.5
INC-05413,"A storage tank rupture at a chemical plant in Mining Belt, Lima, released a cloud of industrial solvent, prompting evacuation of residents within a 0.4 km radius and affecting 283 people.",Chemical Leak,Low,22.3,53.5,10.2,20.7,96.2,21.1
INC-05414,"Emergency responders rushed to Greenfield Township, Mexico City, after a nitric acid fumes leak from an industrial unit spread toxic fumes, leading to the evacuation of 878 people within 1.3 km.",Chemical Leak,Medium,4.3,35.6,6.6,32,195,52.4
INC-05415,"Structural failure caused a factory shed to collapse in Harbor Front, Port Blair; officials say the 10-year-old building lacked recent safety inspections and 4 people are trapped.",Building Collapse,Low,36.2,38.2,27.7,17.6,63.1,20.9
INC-05416,"Cyclone Remal intensified rapidly before striking Brisbane, with wind speeds reaching 68 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,Low,88.5,76.7,42.3,29,39.3,24.3
INC-05417,"A four-story residential building under heavy load collapsed in Riverside Colony near Naples, burying 20 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Medium,40.7,76.7,11.6,8.6,77.1,48.1
INC-05418,"Flash floods triggered by a sudden cloudburst inundated Slum Cluster near the canal near Istanbul, sweeping away vehicles and leaving roads under 0.4 m of water; rescue teams evacuated 123 residents.",Flood,Low,26.3,64.3,10.7,27.2,65.1,21.9
INC-05419,"Cyclone Nisarga intensified rapidly before striking Lima, with wind speeds reaching 68 km/h and storm surges damaging fishing boats and coastal huts.",Cyclone,Low,90.4,79.5,44.6,27.9,31.8,28.1
INC-05420,"Residents of Mexico City experienced strong shaking after a 5.5 magnitude earthquake hit the region at a depth of 66 km, with 106 people reported injured and several aftershocks expected.",Earthquake,Medium,36.9,47.7,15.7,31.7,50.3,52.8
INC-05421,"A wildfire fueled by dry vegetation and high temperatures has scorched 19980 hectares of forest near Market Square, Tokyo; firefighters report the blaze is 1% contained.",Wildfire,High,1.8,8.9,60.3,41,353.7,85.4
INC-05422,"The national disaster agency confirmed tsunami waves of 8.7 meters hit the Tokyo coast, sweeping through harbor settlements and forcing 171834 people into emergency shelters.",Tsunami,High,24.4,94.7,14.8,25.3,34.8,100
INC-05423,"Coastal communities near Srinagar braced for Cyclone Biparjoy, which brought gusts up to 156 km/h and forced mass evacuations along the shoreline.",Cyclone,High,243.4,92.5,191.8,28.1,21.9,100
INC-05424,"Workers reported a sudden pipeline leak of hydrogen sulfide at a plant in Lakeview Estate, Chittagong, triggering a hazmat response and evacuation of 483 people from a 0.6 km buffer zone.",Chemical Leak,Low,32.1,62.7,10.9,26.7,66.6,20.7
INC-05425,"An industrial accident at a factory in Mining Belt near Chennai caused a leak of industrial solvent, forcing emergency teams to evacuate 182 residents within 0.4 km of the site.",Chemical Leak,Low,12.6,54.2,8.7,23.7,111.8,23.4
INC-05426,"Coastal warning sirens sounded in Istanbul as tsunami waves reaching 2.1 meters approached the shore, with civil authorities moving 10918 people to higher ground.",Tsunami,Medium,0.5,82.5,15.7,25.6,37.9,56
INC-05427,"A tsunami generated by offshore seismic activity sent waves of 1.1 meters crashing into the Istanbul coastline, damaging fishing harbors and displacing 1499 residents.",Tsunami,Low,0,77.1,7.2,32.8,52.7,15.8
INC-05428,"An undersea earthquake triggered tsunami waves up to 11.1 meters that struck the coastline near Surat, prompting the evacuation of 23989 residents from low-lying shore areas.",Tsunami,High,18.6,87.3,36.7,24.3,26.2,94.4
INC-05429,"Workers reported a sudden pipeline leak of methyl isocyanate at a plant in Lakeview Estate, Cairo, triggering a hazmat response and evacuation of 227 people from a 0.5 km buffer zone.",Chemical Leak,Low,15.6,53,9,30.9,87.3,17.7
INC-05430,"Part of a multi-level parking structure in Gandhi Nagar, Mexico City, gave way without warning, leaving 32 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Medium,56.3,47.6,6,35,119.3,49.3
INC-05431,"Seismic activity along the Sumatra Fault triggered a 4.7 magnitude quake near Guwahati, cracking building walls and damaging infrastructure; reports indicate 6 injuries so far.",Earthquake,Low,25.2,58.5,12.4,22.2,97.3,14.6
INC-05432,"Seismic activity along the San Andreas Fault triggered a 5.8 magnitude quake near Chennai, cracking building walls and damaging infrastructure; reports indicate 82 injuries so far.",Earthquake,Medium,36.6,77,8.5,34.1,59.3,55.2
INC-05433,"Coastal warning sirens sounded in Wellington as tsunami waves reaching 4.0 meters approached the shore, with civil authorities moving 66866 people to higher ground.",Tsunami,High,0,87.2,35.8,23,59.7,92.9
INC-05434,"A four-story residential building in Civil Lines, Manila, collapsed suddenly, trapping an estimated 17 people under the rubble; the 11-year-old structure had reportedly shown cracks in recent weeks.",Building Collapse,Medium,8.6,78.1,15.8,28.8,132,45.3
INC-05435,"A lightning-sparked wildfire near MG Road area, Port Blair, has grown to 99 hectares, with crews reporting only 91% containment due to shifting winds and arid conditions.",Wildfire,Low,3.8,33.5,36.4,29.6,92.3,15.1
INC-05436,"Structural failure caused a commercial plaza to collapse in Fishing Harbor, Aizawl; officials say the 26-year-old building lacked recent safety inspections and 7 people are trapped.",Building Collapse,Medium,14.5,70,18.6,31.5,67.2,47.3
INC-05437,"Unstable hillside terrain gave way above Pine Valley near Bangkok, sending 560 cubic meters of earth and boulders down onto a key access road, blocking it for 53 hours.",Landslide,Medium,216.6,83.7,20.5,21,79.2,62.2
INC-05438,"A decades-old government office building under heavy load collapsed in Sunset District near Visakhapatnam, burying 8 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Medium,93.8,38.1,6.4,33,47.1,46.2
INC-05439,"Coastal warning sirens sounded in Goa as tsunami waves reaching 4.0 meters approached the shore, with civil authorities moving 65400 people to higher ground.",Tsunami,High,56.7,92.8,42.5,20.4,64.5,98.4
INC-05440,"Thick smoke blanketed Cairo as a wildfire burned through 1421 hectares of dry grassland near Market Square, prompting evacuation advisories for nearby residents.",Wildfire,Medium,1.6,16.6,47.1,35.8,286.8,58.6
INC-05441,"Thick smoke blanketed Naples as a wildfire burned through 19023 hectares of dry grassland near Harbor Front, prompting evacuation advisories for nearby residents.",Wildfire,High,2.2,6.9,62.8,42.5,416.6,91.3
INC-05442,"Continuous rainfall triggered a landslide on the hill slopes above East End near Aizawl, dumping an estimated 143 cubic meters of debris and blocking the highway for 55 hours.",Landslide,Low,83.2,78.8,17.5,16.7,27,26.4
INC-05443,"Authorities issued a red alert as Cyclone Nisarga approached Patna, packing wind speeds of 174 km/h and heavy rain bands that flooded low-lying coastal areas.",Cyclone,High,286.4,96.9,198.4,26,30.8,100
INC-05444,"A old textile warehouse under heavy load collapsed in Market Square near Chittagong, burying 2 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Low,66.8,77.9,9.5,13.1,133.6,17.4
INC-05445,"Thick smoke blanketed Bangkok as a wildfire burned through 5887 hectares of dry grassland near North Ridge, prompting evacuation advisories for nearby residents.",Wildfire,High,3.3,10.1,65.3,42.4,403.2,96.4
INC-05446,"Rescue operations are underway after a landslide struck Port Area, San Francisco, releasing roughly 7297 cubic meters of rock and mud onto residential structures below.",Landslide,High,312.9,88.3,26.8,16.5,31.7,93.8
INC-05447,"Strong winds and tinder-dry conditions allowed a brush fire near Bangkok to spread rapidly across 7 hectares, with containment efforts currently at 83%.",Wildfire,Low,3.2,25.2,5,31.2,110.7,19.4
INC-05448,"Rescue teams worked through the night after a multi-level parking structure in East End near Hisar caved in, with around 4 people feared trapped inside the debris.",Building Collapse,Low,0,71.4,24.4,36.5,114.4,16.9
INC-05449,"Emergency responders rushed to Gandhi Nagar, Kolkata, after a methyl isocyanate leak from an industrial unit spread toxic fumes, leading to the evacuation of 35760 people within 6.5 km.",Chemical Leak,High,0,39,8.2,21.3,372.4,83.2
INC-05450,"A school building under heavy load collapsed in New Extension near Mexico City, burying 5 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Medium,27,49.4,18.3,24.6,78.6,47.7
INC-05451,"Residents of Mumbai experienced strong shaking after a 3.7 magnitude earthquake hit the region at a depth of 25 km, with 1 people reported injured and several aftershocks expected.",Earthquake,Low,37.8,47.5,4.5,23.2,127.5,5.8
INC-05452,"Part of a school building in Lakeview Estate, Aizawl, gave way without warning, leaving 5 people trapped and prompting an emergency search-and-rescue operation.",Building Collapse,Low,0,88.2,27.7,34.2,105.1,16.4
INC-05453,"An undersea earthquake triggered tsunami waves up to 1.4 meters that struck the coastline near Wellington, prompting the evacuation of 1264 residents from low-lying shore areas.",Tsunami,Low,46.7,74.2,46.1,24,67.9,19
INC-05454,"Rescue teams worked through the night after a decades-old government office building in Railway Colony near Dhaka caved in, with around 31 people feared trapped inside the debris.",Building Collapse,Medium,111,35.8,7.7,43.3,83.9,46.9
INC-05455,"Rescue teams worked through the night after a old textile warehouse in Sector 12 near Thiruvananthapuram caved in, with around 31 people feared trapped inside the debris.",Building Collapse,Medium,4.5,48.9,10.3,17.8,87,44.9
INC-05456,"Heavy monsoon rains caused the Mississippi river to overflow, flooding Lakeview Estate in Hisar with water levels reaching 1.4 meters; around 165 households affected.",Flood,Medium,137.8,77,21.3,20.9,49.6,56.3
INC-05457,"Workers reported a sudden pipeline leak of benzene at a plant in Highway Junction, Chennai, triggering a hazmat response and evacuation of 4267 people from a 1.4 km buffer zone.",Chemical Leak,Medium,0,38.8,8.2,26.3,208.3,54.7
INC-05458,"Rescue teams worked through the night after a under-construction apartment block in Pine Valley near Mexico City caved in, with around 3 people feared trapped inside the debris.",Building Collapse,Low,15.8,66.7,0,14.5,40.5,17.8
INC-05459,"Residents of Bhubaneswar experienced strong shaking after a 4.2 magnitude earthquake hit the region at a depth of 33 km, with 8 people reported injured and several aftershocks expected.",Earthquake,Low,0,39.6,8.7,13.3,41.5,16.6
INC-05460,"Emergency responders rushed to Industrial Belt, Athens, after a benzene leak from an industrial unit spread toxic fumes, leading to the evacuation of 833 people within 1.3 km.",Chemical Leak,Medium,8.2,32.9,10.3,26.5,238,46.9
INC-05461,"Seismic activity along the Ring of Fire subduction zone triggered a 6.5 magnitude quake near Ho Chi Minh City, cracking building walls and damaging infrastructure; reports indicate 1725 injuries so far.",Earthquake,High,3.3,82.1,0,35.8,95.3,93.9
INC-05462,"Heavy monsoon rains caused the Tiber river to overflow, flooding Model Town in Kathmandu with water levels reaching 2.8 meters; around 1238 households affected.",Flood,High,275.6,89.8,25.9,23,43.3,91.5
INC-05463,"A commercial plaza under heavy load collapsed in Fishing Harbor near Manila, burying 4 people under concrete debris as rescue crews use cranes and drilling equipment to reach survivors.",Building Collapse,Low,75.5,44.9,5.2,33.2,133,18
